,id,analysis_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
57,4jJfa4mO5JjV9Tz2aAxE2M,https://api.spotify.com/v1/audio-analysis/4jJfa4mO5JjV9Tz2aAxE2M,0.359,0.913,9,-2.865,1,0.0391,6.31e-05,0.0121,0.0954,0.589,104.058,283787,4,4
58,2Xma2zCgfsz6amJ0qZ1cow,https://api.spotify.com/v1/audio-analysis/2Xma2zCgfsz6amJ0qZ1cow,0.305,0.988,2,-2.912,1,0.103,0.000824,0.837,0.0678,0.0513,139.353,152267,4,4
59,3SyPTIK2xO4UhlpmKPsnK6,https://api.spotify.com/v1/audio-analysis/3SyPTIK2xO4UhlpmKPsnK6,0.431,0.903,2,-6.577,1,0.0406,0.02,4.95e-05,0.173,0.672,102.787,201133,4,4
60,1A7pz58VR2Lpc19c58QdSo,https://api.spotify.com/v1/audio-analysis/1A7pz58VR2Lpc19c58QdSo,0.495,0.594,8,-6.447,1,0.0291,0.0178,0.000243,0.215,0.428,93.445,308386,4,4
61,5KfbPmPuJu6GXkQkCLLrjI,https://api.spotify.com/v1/audio-analysis/5KfbPmPuJu6GXkQkCLLrjI,0.478,0.866,11,-6.3,1,0.0458,0.0109,8.27e-05,0.133,0.267,119.343,182308,4,4
62,3x81L6UcqjNBj8Nwx40Ict,https://api.spotify.com/v1/audio-analysis/3x81L6UcqjNBj8Nwx40Ict,0.414,0.901,5,-7.033,1,0.0585,0.000647,0.0,0.681,0.806,134.967,198493,4,4
63,7x9JWPXnnbGheHSNVsTAZT,https://api.spotify.com/v1/audio-analysis/7x9JWPXnnbGheHSNVsTAZT,0.511,0.887,6,-5.187,0,0.0545,0.0383,0.000185,0.189,0.714,141.842,196053,4,4
64,77f9BOHlZYw1jZ1Mr9Itnd,https://api.spotify.com/v1/audio-analysis/77f9BOHlZYw1jZ1Mr9Itnd,0.556,0.717,5,-4.384,1,0.0273,0.000442,0.00316,0.0801,0.526,100.004,184547,4,4
65,4A1pb9GnPwjQj3Y4I0Ztwp,https://api.spotify.com/v1/audio-analysis/4A1pb9GnPwjQj3Y4I0Ztwp,0.599,0.957,9,-5.63,1,0.0622,0.157,0.0,0.269,0.749,160.629,166667,4,4
66,5COBer69wpwkCPPaLr1gFb,https://api.spotify.com/v1/audio-analysis/5COBer69wpwkCPPaLr1gFb,0.576,0.687,5,-7.434,1,0.0341,0.247,0.0,0.359,0.278,123.614,222440,4,4
67,3clIHVzJ9J2rvvrFUKLICo,https://api.spotify.com/v1/audio-analysis/3clIHVzJ9J2rvvrFUKLICo,0.339,0.976,9,-4.782,1,0.0909,0.00649,0.00672,0.123,0.672,144.723,232333,4,4
68,2LuJkoxMlLQshNTVa8oCXW,https://api.spotify.com/v1/audio-analysis/2LuJkoxMlLQshNTVa8oCXW,0.342,0.873,5,-3.152,0,0.0414,0.0188,2.19e-05,0.164,0.85,168.74,236267,4,4
69,2sgBTNHz9ckmqj3rx3ez4M,https://api.spotify.com/v1/audio-analysis/2sgBTNHz9ckmqj3rx3ez4M,0.447,0.937,5,-2.811,0,0.0492,0.00768,1.33e-05,0.0787,0.431,93.452,204200,4,4
70,20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,4
71,5MmWgG5KgiqSxkOZdVXRQA,https://api.spotify.com/v1/audio-analysis/5MmWgG5KgiqSxkOZdVXRQA,0.497,0.537,4,-9.264,1,0.0269,0.079,0.000139,0.0782,0.371,108.448,265000,4,4
72,6gpMOZp5bvdqgUGVCoSQS3,https://api.spotify.com/v1/audio-analysis/6gpMOZp5bvdqgUGVCoSQS3,0.422,0.816,2,-5.048,1,0.0316,0.0167,0.0012,0.156,0.531,90.592,305667,4,4
73,2xez9suZLlxNGcNehkez8Z,https://api.spotify.com/v1/audio-analysis/2xez9suZLlxNGcNehkez8Z,0.501,0.924,6,-3.373,0,0.0332,0.0177,0.0,0.37,0.585,136.568,244600,4,4
74,2bEbTqj36jmuwMhvvCRC2y,https://api.spotify.com/v1/audio-analysis/2bEbTqj36jmuwMhvvCRC2y,0.559,0.952,7,-4.68,1,0.0544,0.000242,0.192,0.204,0.243,130.047,301533,4,0
75,0txLC5NA64M8siGn3mnET0,https://api.spotify.com/v1/audio-analysis/0txLC5NA64M8siGn3mnET0,0.404,0.902,7,-5.685,0,0.0468,0.0431,0.0,0.119,0.231,131.894,262827,4,4
76,5z6kCwTvyJb7MlgMPjXFy9,https://api.spotify.com/v1/audio-analysis/5z6kCwTvyJb7MlgMPjXFy9,0.247,0.89,11,-7.862,1,0.0534,0.00303,0.000251,0.12,0.505,198.133,186533,4,4
77,575FQulenwAchaxFLTBlv0,https://api.spotify.com/v1/audio-analysis/575FQulenwAchaxFLTBlv0,0.516,0.797,2,-6.644,1,0.0327,0.000513,0.000194,0.119,0.591,125.163,223867,4,4
78,6162MRbYpLu1ZJHe7zHh8H,https://api.spotify.com/v1/audio-analysis/6162MRbYpLu1ZJHe7zHh8H,0.62,0.902,7,-4.967,1,0.027,0.0293,0.0,0.112,0.775,104.255,217787,4,4
79,0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,4,4
80,22HYEJveCvykVDHDiEEmjZ,https://api.spotify.com/v1/audio-analysis/22HYEJveCvykVDHDiEEmjZ,0.348,0.88,2,-7.366,1,0.0978,0.128,0.0,0.357,0.606,101.185,278779,4,4
81,64RQTM5ih8kx5rl8fxbRVv,https://api.spotify.com/v1/audio-analysis/64RQTM5ih8kx5rl8fxbRVv,0.451,0.885,4,-6.441,0,0.081,0.00617,0.0,0.107,0.8,157.775,193493,4,4
82,4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/audio-analysis/4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4,4
83,4RG9Ulx2XrTg2achBTPaoo,https://api.spotify.com/v1/audio-analysis/4RG9Ulx2XrTg2achBTPaoo,0.572,0.857,4,-9.845,0,0.037,0.00341,0.0146,0.155,0.671,133.893,259667,4,4
84,1uvgJMboQtzRRWzc7PdkJp,https://api.spotify.com/v1/audio-analysis/1uvgJMboQtzRRWzc7PdkJp,0.534,0.785,3,-6.177,1,0.0307,0.0751,0.0,0.367,0.609,126.248,224427,4,4
85,4zTloTFUn2XkfbwP5pygZJ,https://api.spotify.com/v1/audio-analysis/4zTloTFUn2XkfbwP5pygZJ,0.485,0.732,4,-7.475,0,0.0468,0.0457,0.0,0.0568,0.655,187.576,210640,4,4
86,5RDotTHl1TmgoBykuObt3g,https://api.spotify.com/v1/audio-analysis/5RDotTHl1TmgoBykuObt3g,0.551,0.919,0,-5.771,1,0.046,0.0116,0.00325,0.153,0.68,121.541,245000,4,4
87,5EQU2jes2sHygS3cFLGuso,https://api.spotify.com/v1/audio-analysis/5EQU2jes2sHygS3cFLGuso,0.796,0.971,9,-6.339,1,0.0882,0.025,0.00226,0.32,0.963,133.159,193142,4,4
88,5xvVqECUVNTBGbnPEzqn3I,https://api.spotify.com/v1/audio-analysis/5xvVqECUVNTBGbnPEzqn3I,0.411,0.907,11,-8.67,1,0.0524,0.000483,6.8e-06,0.628,0.452,112.315,238507,4,4
89,4k8kNOJS39aAQYyiWCqh8E,https://api.spotify.com/v1/audio-analysis/4k8kNOJS39aAQYyiWCqh8E,0.632,0.972,7,-6.903,1,0.0358,0.0138,0.112,0.226,0.867,131.95,247320,4,4
90,28HKKkzTTERyYXJVeTDZLK,https://api.spotify.com/v1/audio-analysis/28HKKkzTTERyYXJVeTDZLK,0.585,0.804,11,-5.346,1,0.035,0.00987,0.00056,0.159,0.932,146.183,183440,4,4
91,2TeCXzMaYfuyGjKbExHgR8,https://api.spotify.com/v1/audio-analysis/2TeCXzMaYfuyGjKbExHgR8,0.432,0.907,0,-6.799,1,0.0442,0.0182,0.0,0.209,0.598,161.594,181600,4,4
92,75Ii3Myt6vRsbjzaTbwDQt,https://api.spotify.com/v1/audio-analysis/75Ii3Myt6vRsbjzaTbwDQt,0.618,0.832,9,-8.015,1,0.0333,8.83e-05,9.01e-05,0.183,0.374,117.987,260507,4,4
93,0R1NKHsrwV4Wbz9bHp1cT8,https://api.spotify.com/v1/audio-analysis/0R1NKHsrwV4Wbz9bHp1cT8,0.351,0.701,2,-7.578,1,0.0278,0.000744,7.91e-06,0.197,0.359,171.848,277627,4,4
94,5ep2VCpQr7OQIYDbSEP6lz,https://api.spotify.com/v1/audio-analysis/5ep2VCpQr7OQIYDbSEP6lz,0.408,0.891,1,-5.118,1,0.0522,0.00145,0.0285,0.149,0.59,128.592,231867,4,4
95,72TPbqNS18yOlXa5USPSSo,https://api.spotify.com/v1/audio-analysis/72TPbqNS18yOlXa5USPSSo,0.232,0.719,11,-6.255,1,0.0428,0.000118,0.000226,0.119,0.323,165.906,366267,4,0
96,0SffAijpmrc2KJ4VovN5ox,https://api.spotify.com/v1/audio-analysis/0SffAijpmrc2KJ4VovN5ox,0.342,0.958,7,-3.987,1,0.0754,0.000174,0.301,0.359,0.368,144.989,193093,4,4
97,6PSCFrRHCSplANim0QOEY4,https://api.spotify.com/v1/audio-analysis/6PSCFrRHCSplANim0QOEY4,0.311,0.967,2,-4.469,1,0.0762,4.25e-05,0.287,0.111,0.36,141.738,252560,4,4
98,0GMHV1F0HlzDxMt7UfNeQU,https://api.spotify.com/v1/audio-analysis/0GMHV1F0HlzDxMt7UfNeQU,0.241,0.687,9,-7.21,1,0.0337,6.33e-05,0.00152,0.373,0.633,164.061,301427,4,4
99,3bjpXbRaTk71JcNTJ69B6l,https://api.spotify.com/v1/audio-analysis/3bjpXbRaTk71JcNTJ69B6l,0.369,0.896,2,-5.243,1,0.0547,0.00186,0.0,0.243,0.358,128.538,201813,4,4
100,5ibELGcXGqX5x9TWFeNPxY,https://api.spotify.com/v1/audio-analysis/5ibELGcXGqX5x9TWFeNPxY,0.522,0.801,4,-3.641,1,0.0301,8.2e-06,0.0685,0.174,0.197,112.445,305707,4,4
101,0Ne5BbGXiMWbmrZdB3j38b,https://api.spotify.com/v1/audio-analysis/0Ne5BbGXiMWbmrZdB3j38b,0.52,0.897,7,-2.4,1,0.0349,0.00474,0.000459,0.0923,0.459,98.214,255067,4,4
102,6rVUFjCgGQGNvIYkNuyOCw,https://api.spotify.com/v1/audio-analysis/6rVUFjCgGQGNvIYkNuyOCw,0.619,0.872,10,-8.509,1,0.0466,0.000671,0.000205,0.0432,0.709,106.57,302560,4,4
103,7AXVmFR9ewYFFB0fKEyGkW,https://api.spotify.com/v1/audio-analysis/7AXVmFR9ewYFFB0fKEyGkW,0.529,0.783,0,-7.467,1,0.0359,0.0832,0.000261,0.148,0.518,143.994,237360,4,4
104,4f3owYynBAy2g3bvs4GPYw,https://api.spotify.com/v1/audio-analysis/4f3owYynBAy2g3bvs4GPYw,0.584,0.568,2,-6.462,0,0.0268,2.15e-05,0.0806,0.338,0.158,132.912,300347,4,4
105,4Mxxf9LBIfqNNA90L7j4FR,https://api.spotify.com/v1/audio-analysis/4Mxxf9LBIfqNNA90L7j4FR,0.51,0.882,2,-6.952,1,0.0317,0.0266,0.00212,0.0533,0.925,149.128,192333,4,4
106,3BjFRts9fRjcmkiBfjTR5H,https://api.spotify.com/v1/audio-analysis/3BjFRts9fRjcmkiBfjTR5H,0.582,0.767,9,-11.058,0,0.0422,0.0303,1.02e-06,0.0817,0.634,113.647,198133,4,4
107,2IlbPI6TOiG9uj437JY82U,https://api.spotify.com/v1/audio-analysis/2IlbPI6TOiG9uj437JY82U,0.536,0.94,7,-7.561,1,0.0472,0.00389,0.18,0.106,0.914,110.102,181133,4,4
108,46XMcycKLXk6YCmFi7uQn6,https://api.spotify.com/v1/audio-analysis/46XMcycKLXk6YCmFi7uQn6,0.51,0.922,0,-8.599,1,0.045,0.000266,0.00774,0.0896,0.96,144.157,168107,4,4
109,0IVMSJTtLbhJEjnOVlbOYD,https://api.spotify.com/v1/audio-analysis/0IVMSJTtLbhJEjnOVlbOYD,0.574,0.874,11,-10.403,1,0.0357,0.00252,3.04e-05,0.055,0.563,120.089,242533,4,4
110,6D8kpffMteQz8iUn8xYVMv,https://api.spotify.com/v1/audio-analysis/6D8kpffMteQz8iUn8xYVMv,0.664,0.934,2,-5.694,1,0.082,0.0138,1.13e-05,0.475,0.758,102.458,183013,4,4
111,0f1fgVft3lSFiUWTvtKnV0,https://api.spotify.com/v1/audio-analysis/0f1fgVft3lSFiUWTvtKnV0,0.478,0.731,7,-8.504,1,0.0375,0.316,0.0152,0.0928,0.909,132.36,174440,4,4
112,5ENmb2WrPdGlSAYBaZrEoF,https://api.spotify.com/v1/audio-analysis/5ENmb2WrPdGlSAYBaZrEoF,0.482,0.878,9,-4.614,1,0.0383,0.00277,0.0,0.308,0.479,99.03,213773,4,4
113,2KqzoO46gwMLOb5YXSlxqs,https://api.spotify.com/v1/audio-analysis/2KqzoO46gwMLOb5YXSlxqs,0.411,0.872,7,-6.787,1,0.0355,0.00146,1.48e-05,0.235,0.959,110.086,248653,4,4
114,1wag5PlmFKZSECHa3FwXfS,https://api.spotify.com/v1/audio-analysis/1wag5PlmFKZSECHa3FwXfS,0.403,0.858,7,-4.591,0,0.0371,0.114,0.0,0.356,0.743,131.233,170106,4,4
115,04B68Xmuw9VSYPkPdtXug3,https://api.spotify.com/v1/audio-analysis/04B68Xmuw9VSYPkPdtXug3,0.233,0.863,6,-6.531,0,0.0465,0.0138,1.42e-06,0.535,0.498,156.021,239893,4,4
116,02LvlYCeQ3nlaAt0W3LHKT,https://api.spotify.com/v1/audio-analysis/02LvlYCeQ3nlaAt0W3LHKT,0.481,0.32,2,-8.81,1,0.0271,0.742,0.0,0.0867,0.346,152.752,234560,4,4
117,7Kr4CgONdEFtPAmcJ16Edf,https://api.spotify.com/v1/audio-analysis/7Kr4CgONdEFtPAmcJ16Edf,0.442,0.797,7,-6.398,1,0.0305,0.00907,1.4e-05,0.176,0.706,139.904,221867,4,4
118,0A7c1aEwV8l53QNngTC0ZS,https://api.spotify.com/v1/audio-analysis/0A7c1aEwV8l53QNngTC0ZS,0.27,0.725,2,-7.08,1,0.0407,0.0144,1.38e-05,0.864,0.605,120.373,244733,4,4
119,2HmEG370hlRKOTavnKewUH,https://api.spotify.com/v1/audio-analysis/2HmEG370hlRKOTavnKewUH,0.672,0.689,7,-8.668,1,0.0343,0.0146,0.0,0.105,0.451,114.211,178840,4,4
120,0oFRxb75oyrXdhYVJA3e2j,https://api.spotify.com/v1/audio-analysis/0oFRxb75oyrXdhYVJA3e2j,0.122,0.695,9,-4.677,1,0.0338,0.0191,0.0512,0.245,0.146,178.93,285467,4,4
121,6VviBejIyj2bAK4557pVDh,https://api.spotify.com/v1/audio-analysis/6VviBejIyj2bAK4557pVDh,0.531,0.786,4,-6.502,1,0.0366,0.135,0.0,0.101,0.672,124.126,200813,4,4
122,5T2zW8rdrGb7oYAjtsQiWZ,https://api.spotify.com/v1/audio-analysis/5T2zW8rdrGb7oYAjtsQiWZ,0.49,0.58,4,-10.229,1,0.0356,0.0268,0.0,0.111,0.388,119.342,195427,4,4
123,6zGK7CGAMi8mcgUkDNk3OA,https://api.spotify.com/v1/audio-analysis/6zGK7CGAMi8mcgUkDNk3OA,0.502,0.818,7,-6.572,1,0.0381,0.000406,0.00214,0.0784,0.634,115.775,199784,4,4
124,1tBcwj4yxBMcGd8VWT5J3e,https://api.spotify.com/v1/audio-analysis/1tBcwj4yxBMcGd8VWT5J3e,0.556,0.655,10,-7.122,1,0.0254,0.00326,0.0,0.193,0.36,104.971,240213,4,4
125,1lgufAO3LDqf8RKhNGaskN,https://api.spotify.com/v1/audio-analysis/1lgufAO3LDqf8RKhNGaskN,0.478,0.696,7,-5.209,1,0.0256,0.119,2.04e-06,0.316,0.21,91.054,242333,4,4
126,00cZV8B1HJY2mkvOohwH2b,https://api.spotify.com/v1/audio-analysis/00cZV8B1HJY2mkvOohwH2b,0.523,0.853,7,-6.255,1,0.0325,0.00318,0.0,0.346,0.498,117.62,197293,4,4
127,2MDZQB0EX52SutEX8nRQ7F,https://api.spotify.com/v1/audio-analysis/2MDZQB0EX52SutEX8nRQ7F,0.47,0.889,6,-6.026,0,0.0727,0.000376,2.36e-06,0.0562,0.524,132.213,162840,4,4
128,2rodV4n9izJ38fYvnTdLfD,https://api.spotify.com/v1/audio-analysis/2rodV4n9izJ38fYvnTdLfD,0.587,0.93,7,-4.298,1,0.0283,0.00225,0.0854,0.132,0.928,135.005,228547,4,4
129,259G3Jsb3cerNiYS05rPEK,https://api.spotify.com/v1/audio-analysis/259G3Jsb3cerNiYS05rPEK,0.434,0.523,1,-6.991,0,0.031,0.166,0.0,0.124,0.544,88.144,276480,4,4
130,2Wx5tBC8sxVeqRwgI3uCJ2,https://api.spotify.com/v1/audio-analysis/2Wx5tBC8sxVeqRwgI3uCJ2,0.32,0.748,7,-6.513,1,0.0448,0.00115,0.0,0.137,0.374,132.488,224627,4,4
131,0hh0DVqAFQZP3fBAMdhSxt,https://api.spotify.com/v1/audio-analysis/0hh0DVqAFQZP3fBAMdhSxt,0.555,0.935,4,-5.46,0,0.0467,0.0637,9.12e-06,0.0983,0.76,161.023,179200,4,4
132,5Zs4IHUt5HcOSUnlwKKKvF,https://api.spotify.com/v1/audio-analysis/5Zs4IHUt5HcOSUnlwKKKvF,0.554,0.65,4,-7.27,1,0.0292,0.135,0.0,0.139,0.467,139.977,313427,4,4
133,0yLRilDf0t93qYg92Rtwnj,https://api.spotify.com/v1/audio-analysis/0yLRilDf0t93qYg92Rtwnj,0.584,0.953,2,-1.939,1,0.0593,0.00696,0.0,0.814,0.809,128.09,232067,4,4
134,3CfbvqIrSOuB142hqFM2mf,https://api.spotify.com/v1/audio-analysis/3CfbvqIrSOuB142hqFM2mf,0.389,0.967,9,-5.458,0,0.0732,0.000216,0.000653,0.138,0.252,89.907,212360,4,4
135,6yrHWeAT2QkaIIs9g3nSzF,https://api.spotify.com/v1/audio-analysis/6yrHWeAT2QkaIIs9g3nSzF,0.511,0.889,7,-5.67,0,0.0429,0.163,5.21e-05,0.2,0.348,145.548,221468,4,4
136,40bmTGhjabY9xcvMT5Io9x,https://api.spotify.com/v1/audio-analysis/40bmTGhjabY9xcvMT5Io9x,0.489,0.918,11,-4.753,0,0.0669,0.0185,0.000313,0.54,0.613,133.929,236733,4,4
137,491hvsOLwZ0XAB26entp9v,https://api.spotify.com/v1/audio-analysis/491hvsOLwZ0XAB26entp9v,0.444,0.648,0,-7.987,1,0.0313,0.000251,0.0,0.0597,0.194,102.936,215600,1,2
138,6iTlXjOMOfdgEi8uvu8BBp,https://api.spotify.com/v1/audio-analysis/6iTlXjOMOfdgEi8uvu8BBp,0.364,0.714,2,-7.387,1,0.0419,0.00819,0.000183,0.1,0.409,126.407,204427,4,4
139,0ySYUxaTxfN8Kd6nuNY6bY,https://api.spotify.com/v1/audio-analysis/0ySYUxaTxfN8Kd6nuNY6bY,0.484,0.948,5,-4.349,1,0.054,0.000269,0.00108,0.0733,0.157,120.824,193133,4,4
140,3jXF03tYOTMWempa7nrqTA,https://api.spotify.com/v1/audio-analysis/3jXF03tYOTMWempa7nrqTA,0.489,0.373,5,-16.98,1,0.0322,0.482,3.19e-06,0.0955,0.516,107.039,233200,4,4
141,3tQkCEPHjugUiMhExZvElf,https://api.spotify.com/v1/audio-analysis/3tQkCEPHjugUiMhExZvElf,0.438,0.603,9,-9.709,1,0.0292,0.000115,5.2e-05,0.11,0.411,86.433,254733,4,4
142,5pHytJBw1GD9pgOebbb5kC,https://api.spotify.com/v1/audio-analysis/5pHytJBw1GD9pgOebbb5kC,0.703,0.802,7,-6.279,1,0.0287,0.281,1.58e-06,0.178,0.898,110.157,245173,4,4
143,0KvpR4dY30IduzEKEY6fLD,https://api.spotify.com/v1/audio-analysis/0KvpR4dY30IduzEKEY6fLD,0.404,0.815,5,-7.597,0,0.0569,0.00207,0.0,0.544,0.894,88.55,220040,4,4
144,1zzKUeltcDrCnDTo70T6yD,https://api.spotify.com/v1/audio-analysis/1zzKUeltcDrCnDTo70T6yD,0.479,0.858,2,-4.579,1,0.0626,0.122,3.16e-06,0.474,0.816,82.248,240467,4,4
145,3R5aYS9TqkI9Ljt2SO3afO,https://api.spotify.com/v1/audio-analysis/3R5aYS9TqkI9Ljt2SO3afO,0.418,0.675,7,-13.205,1,0.037,0.0134,0.000666,0.276,0.332,129.26,207667,4,4
146,1zU0kAJdEPyRs4x5gkQQER,https://api.spotify.com/v1/audio-analysis/1zU0kAJdEPyRs4x5gkQQER,0.498,0.536,9,-12.974,1,0.0533,0.359,0.000106,0.092,0.886,120.704,191320,4,4
147,4Zz1ctRTK04dytKiFuavBX,https://api.spotify.com/v1/audio-analysis/4Zz1ctRTK04dytKiFuavBX,0.527,0.725,4,-9.405,1,0.0287,0.336,0.0,0.221,0.94,143.162,180840,4,4
148,2A1QcWSIDyCes1he25HKiE,https://api.spotify.com/v1/audio-analysis/2A1QcWSIDyCes1he25HKiE,0.495,0.699,6,-8.437,0,0.0303,0.00952,0.000271,0.286,0.585,103.196,245400,4,4
149,24KqWcpyrY1COcRPYt2ef5,https://api.spotify.com/v1/audio-analysis/24KqWcpyrY1COcRPYt2ef5,0.368,0.941,7,-4.643,1,0.0488,0.00696,4.71e-06,0.43,0.557,177.868,214880,4,4
150,7eCsInsUbqdlqHsvm4bLq7,https://api.spotify.com/v1/audio-analysis/7eCsInsUbqdlqHsvm4bLq7,0.501,0.851,6,-7.903,1,0.0727,0.0517,0.0,0.0784,0.342,108.373,220867,4,4
151,3yzlycv01O7AbGzpHtj7ii,https://api.spotify.com/v1/audio-analysis/3yzlycv01O7AbGzpHtj7ii,0.18,0.95,2,-4.043,1,0.104,0.00134,0.836,0.817,0.137,169.139,239733,4,4
152,08XinnzLKgSAKAx6mwLtRr,https://api.spotify.com/v1/audio-analysis/08XinnzLKgSAKAx6mwLtRr,0.509,0.842,0,-6.241,1,0.0451,0.00608,0.419,0.136,0.437,125.121,264053,4,4
153,2vSMr66J986XjMTpOPD6rO,https://api.spotify.com/v1/audio-analysis/2vSMr66J986XjMTpOPD6rO,0.601,0.593,8,-12.412,1,0.0396,0.142,0.000106,0.512,0.943,114.263,321973,4,4
154,6o4tGV14LRFAzHIT8vHLWp,https://api.spotify.com/v1/audio-analysis/6o4tGV14LRFAzHIT8vHLWp,0.673,0.392,2,-10.386,1,0.03,0.717,0.00695,0.242,0.674,112.0,193107,4,4
155,6iKrd0XHH0re26nw9RYeUS,https://api.spotify.com/v1/audio-analysis/6iKrd0XHH0re26nw9RYeUS,0.256,0.928,2,-6.076,1,0.0457,0.000574,0.0,0.35,0.501,138.126,205133,4,4
156,4p7dDdnKi1vrVZm5bl7nAD,https://api.spotify.com/v1/audio-analysis/4p7dDdnKi1vrVZm5bl7nAD,0.441,0.869,2,-8.191,1,0.0741,0.219,0.0,0.101,0.674,80.697,184093,4,4
157,7FzT7oEYwxLrRscgDUwzuk,https://api.spotify.com/v1/audio-analysis/7FzT7oEYwxLrRscgDUwzuk,0.622,0.702,4,-10.612,1,0.0282,0.0393,0.439,0.0903,0.858,123.518,227867,4,4
158,75D3n6wnFQmu1HVmLAlWM4,https://api.spotify.com/v1/audio-analysis/75D3n6wnFQmu1HVmLAlWM4,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,233187,4,4
159,56Zm2mXUv5UJgybEqATQ2t,https://api.spotify.com/v1/audio-analysis/56Zm2mXUv5UJgybEqATQ2t,0.554,0.855,9,-4.17,0,0.0351,0.0664,0.000178,0.356,0.835,130.092,187320,4,4
160,7kJXjcl5lk7g7fNQAVVpkl,https://api.spotify.com/v1/audio-analysis/7kJXjcl5lk7g7fNQAVVpkl,0.638,0.733,0,-9.529,1,0.0279,0.0853,0.0,0.13,0.634,133.834,241920,4,4
161,0Ytxje4D5iXTHN3MOCC5jS,https://api.spotify.com/v1/audio-analysis/0Ytxje4D5iXTHN3MOCC5jS,0.705,0.524,3,-14.051,1,0.026,0.236,1.3e-05,0.0767,0.798,129.847,232667,4,4
162,5PwWIKBztoHDVAVcL3IH2X,https://api.spotify.com/v1/audio-analysis/5PwWIKBztoHDVAVcL3IH2X,0.654,0.773,2,-9.689,1,0.0371,0.0574,0.00125,0.316,0.904,114.857,204880,4,4
163,7bkMwQHz07hXH9hszEBZah,https://api.spotify.com/v1/audio-analysis/7bkMwQHz07hXH9hszEBZah,0.647,0.783,6,-7.713,0,0.0548,0.0404,0.124,0.0635,0.924,112.373,190773,4,4
164,6pmuu4qSz2WrtGkBjUfyuz,https://api.spotify.com/v1/audio-analysis/6pmuu4qSz2WrtGkBjUfyuz,0.61,0.819,8,-8.323,1,0.0666,0.00381,7.92e-06,0.285,0.454,100.057,198920,4,4
165,1WFCIkoc4PaN7L7SmiI85i,https://api.spotify.com/v1/audio-analysis/1WFCIkoc4PaN7L7SmiI85i,0.714,0.645,9,-8.125,1,0.0526,0.241,1.22e-06,0.44,0.938,93.798,115720,4,4
166,7H8Ga5vDJKhgxQ0uTiScUf,https://api.spotify.com/v1/audio-analysis/7H8Ga5vDJKhgxQ0uTiScUf,0.38,0.738,0,-5.435,1,0.0264,0.0725,0.0,0.142,0.463,97.957,221667,4,4
167,7imgYc9CZjThKX8Qetcvmn,https://api.spotify.com/v1/audio-analysis/7imgYc9CZjThKX8Qetcvmn,0.509,0.858,9,-10.257,1,0.0508,0.0038,0.00258,0.0762,0.382,158.627,156360,4,4
168,5afa3W4rCWxEWeXW3hWMRe,https://api.spotify.com/v1/audio-analysis/5afa3W4rCWxEWeXW3hWMRe,0.286,0.844,0,-6.41,1,0.0462,5.29e-05,0.00205,0.0596,0.684,163.738,154627,4,4
169,5OWngYysEOZ5V2j0bsSpps,https://api.spotify.com/v1/audio-analysis/5OWngYysEOZ5V2j0bsSpps,0.452,0.298,10,-11.318,0,0.0283,0.432,0.0,0.0892,0.23,79.022,234827,4,1
170,0O2iMm1BvXI74qSUE8Z1ez,https://api.spotify.com/v1/audio-analysis/0O2iMm1BvXI74qSUE8Z1ez,0.753,0.583,4,-5.467,1,0.031,0.436,0.000117,0.116,0.307,122.278,175827,4,4
171,0bWKniFVup1UYgoZww89Vp,https://api.spotify.com/v1/audio-analysis/0bWKniFVup1UYgoZww89Vp,0.531,0.915,11,-4.237,1,0.0369,0.0119,0.0,0.14,0.811,134.322,218587,4,4
172,4Ukw2VmulvQzoF5zcuiPEY,https://api.spotify.com/v1/audio-analysis/4Ukw2VmulvQzoF5zcuiPEY,0.68,0.514,7,-14.358,1,0.0343,0.157,0.0192,0.348,0.783,117.316,275027,4,4
173,7jiITuSYUSvzmGepQafl5T,https://api.spotify.com/v1/audio-analysis/7jiITuSYUSvzmGepQafl5T,0.435,0.728,7,-7.266,1,0.0358,0.00321,2.5e-06,0.298,0.25,179.749,284053,4,4
174,4tPHC7YsU3LInUYcIe2UIi,https://api.spotify.com/v1/audio-analysis/4tPHC7YsU3LInUYcIe2UIi,0.375,0.6,11,-9.313,1,0.033,0.0966,0.000972,0.759,0.916,169.976,151693,4,4
175,5UBOLmvFOzdhWNTR3sTZGn,https://api.spotify.com/v1/audio-analysis/5UBOLmvFOzdhWNTR3sTZGn,0.165,0.837,0,-6.346,1,0.0472,3.16e-05,5.7e-06,0.171,0.383,157.954,194692,4,4
