,realSum,person_capacity,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm,lng,lat,room_shared_True,room_private_True,host_is_superhost_True,weekend_yes
2517,133.03,6.0,0,1,8,86.0,2,6.58,3.01,3.719901069777042,11.030780857144046,12.44274,41.86181,0,0,0,1
2518,145.65,2.0,1,0,10,95.0,1,2.37,0.2,5.22266304013702,14.989976683461729,12.5258,41.88882,0,0,1,1
2519,317.72,4.0,0,0,10,92.0,2,0.5,0.41,10.362898315991668,27.482661731908564,12.50058,41.90523,0,0,0,1
2520,150.33,4.0,1,0,9,83.0,2,2.36,0.22,5.16186353324881,14.22951790387573,12.52678,41.89016,0,0,0,1
2521,164.59,2.0,1,0,10,100.0,5,3.5,0.77,14.794350402315384,29.35132427789412,12.46008,41.902440000000006,0,1,0,1
2522,150.09,4.0,0,1,10,95.0,1,5.38,2.68,4.889949198214096,13.270559666525772,12.45047,41.87178,0,0,0,1
2523,167.63,3.0,0,0,10,95.0,1,4.25,1.28,8.610002617912782,18.803854691218856,12.45199,41.89361,0,0,1,1
2524,132.79,2.0,0,0,10,100.0,1,3.05,0.22,4.367924115491762,11.96519945706798,12.51797,41.92569,0,1,0,1
2525,155.94,4.0,0,1,10,94.0,1,1.49,1.03,6.318742579119722,16.34845023976492,12.519,41.896,0,1,1,1
2526,126.95,4.0,0,0,10,98.0,2,7.67,2.55,3.1635482046696404,7.689847987378052,12.41781,41.92893,0,0,1,1
2527,121.34,2.0,0,1,10,98.0,1,1.49,1.03,6.318720987711781,16.34837666586638,12.519,41.896,0,1,1,1
2528,219.76,3.0,1,0,9,96.0,1,1.62,0.76,26.80971702339469,40.4659374673395,12.48298,41.89865,0,0,1,1
2529,104.04,2.0,1,0,10,100.0,1,4.6,0.31,9.589438158163306,18.76331618545712,12.44711,41.90469,0,1,0,1
2530,191.71,4.0,1,0,10,98.0,1,1.63,0.27,21.803650307637486,41.5186875880188,12.483,41.904,0,0,1,1
2531,208.08,3.0,0,0,10,80.0,2,7.27,2.5,3.3866033518465635,8.2058263844879,12.42239,41.92783,0,0,0,1
2532,202.46,4.0,0,0,10,96.0,2,3.86,1.42,7.536113733255416,20.08845719787497,12.46587,41.87917,0,0,1,1
2533,101.7,2.0,0,1,10,99.0,1,0.9,0.32,9.184336117279027,22.816504029751748,12.508,41.894,0,1,0,1
2534,208.08,5.0,1,0,9,98.0,1,3.25,1.83,10.892399873376766,34.973567959770094,12.46711,41.88795,0,0,0,1
2535,216.26,4.0,0,1,10,98.0,1,2.73,1.58,16.355076336962544,44.47355273855285,12.47,41.896,0,0,1,1
2536,456.36,6.0,0,1,8,80.0,1,2.27,1.36,19.878796981098212,45.15658755397123,12.476,41.895,0,0,0,1
2537,508.5,6.0,0,1,9,92.0,2,2.59,1.56,17.07909327803436,50.755791917809134,12.472,41.895,0,0,0,1
